PERIHELION DATE ,COMET DESIGNATION ,COMET DISCOVERER ,TELESCOPE ,PERIHELION DISTANCE
2010 ,C/2014 SOHO-2575 ,T.Prestgard ,C3 ,
2011 ,C/2014 SOHO-2578 ,T.Prestgard ,C3 ,
2012 ,C/2014 SOHO-2579 ,T.Prestgard ,C3 ,
2014 ,C/2014 SOHO-2660 ,Z.Xu ,C3 ,
2014 ,C/2014 SOHO-2661 ,B.Zhou ,C3 ,
2014 ,C/2014 SOHO-2662 ,B.Zhou ,C3 ,
2014 ,C/2014 SOHO-2663 ,M.Uchina ,C3 ,
2014 ,C/2014 SOHO-2664 ,Z.Xu ,C3 ,
2014 ,C/2014 SOHO-2666 ,B.Zhou ,C3 ,
2014 ,C/2014 SOHO-2668 ,Z.Xu ,C3 ,
2014 ,C/2014 SOHO-2669 ,B.Zhou ,C2 ,
2014 ,C/2014 SOHO-2670 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2672 ,S.Liwo ,C3 C2 ,
4014 ,C/2014 SOHO-2674 ,M.Uchina ,C3 C2 ,
2014 ,C/2014 SOHO-2676 ,B.Zhou ,C2 ,
2014 ,C/2014 SOHO-2677 ,M.Uchina ,C2 ,
2014 ,C/2014 SOHO-2678 ,S.Liwo ,C2 ,
2014 ,C/2014 SOHO-2679 ,Z.Xu ,C3 C2 ,
2014 ,C/2014 SOHO-2680 ,S.Liwo ,C2 ,
2014 ,C/2014 SOHO-2681 ,B.Zhou ,C2 ,
2014 ,C/2014 SOHO-2682 ,B.Zhou ,C3 C2 ,
2014 ,C/2014 SOHO-2683 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2684 ,T.Prestgard ,C3 C2 ,
2014 ,C/2014 SOHO-2686 ,M.Uchina ,C2 ,
2014 ,C/2014 SOHO-2687 ,M.Uchina ,C3 C2 ,
2014 ,C/2014 SOHO-2688 ,P.Maysonet ,C3 C2 ,
2014 ,C/2014 SOHO-2689 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2690 ,B.Zhou ,C2 ,
2014 ,C/2014 SOHO-2691 ,B.Zhou ,C3 C2 ,
2014 ,C/2014 SOHO-2692 ,Z.Xu ,C3 C2 ,
2014 ,C/2014 SOHO-2693 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2694 ,B.Zhou ,C2 ,
2014 ,C/2014 SOHO-2695 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2696 ,M.Uchina ,C2 ,
2014 ,C/2014 SOHO-2697 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2699 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2700 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2701 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2702 ,P.Sun ,C3 C2 ,
4013 ,C/2014 SOHO-2703 ,T.Prestgard ,C3 C2 ,
2014 ,C/2014 SOHO-2714 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2715 ,Z.Xu ,C2 ,
2014 ,C/2014 SOHO-2716 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2717 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2718 ,M.Uchina ,C3 C2 ,
2014 ,C/2014 SOHO-2719 ,S.Liwo ,C2 ,
2014 ,C/2014 SOHO-2720 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2721 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2722 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2723 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2724 ,M.Uchina ,C2 ,
2014 ,C/2014 SOHO-2725 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2726 ,M.Uchina ,C2 ,
2014 ,C/2014 SOHO-2727 ,M.Uchina ,C2 ,
2014 ,C/2014 SOHO-2728 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2729 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2731 ,M.Uchina ,C3 C2 ,
2014 ,C/2014 SOHO-2732 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2733 ,Z.Xu ,C3 C2 ,
2014 ,C/2014 SOHO-2734 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2735 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2736 ,Z.Xu ,C3 C2 ,
2014 ,C/2014 SOHO-2738 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2739 ,B.Zhou ,C3 C2 ,
2014 ,C/2014 SOHO-2740 ,S.Liwo ,C2 ,
2014 ,C/2014 SOHO-2741 ,Z.Xu ,C2 ,
2014 ,C/2014 SOHO-2742 ,M.Uchina ,C2 ,
2014 ,C/2014 SOHO-2743 ,B.Zhou ,C2 ,
2014 ,C/2014 SOHO-2744 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2745 ,Z.Xu ,C2 ,
2014 ,C/2014 SOHO-2747 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2748 ,M.Uchina ,C2 ,
2014 ,C/2014 SOHO-2749 ,W.Boonplod ,C2 ,
2014 ,C/2014 SOHO-2750 ,Z.Xu ,C3 C2 ,
2014 ,C/2014 SOHO-2751 ,Z.Xu ,C2 ,
2014 ,C/2014 SOHO-2752 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2753 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2754 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2755 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2756 ,W.Boonplod ,C3 C2 ,
2014 ,C/2014 SOHO-2757 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2758 ,M.Uchina ,C3 C2 ,
2014 ,C/2014 SOHO-2759 ,Z.Jin ,C2 ,
2014 ,C/2014 SOHO-2760 ,M.Uchina ,C3 C2 ,
2014 ,C/2014 SOHO-2761 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2762 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2764 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2765 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2766 ,Uchina/Prestgard ,C3 C2 ,
2014 ,C/2014 SOHO-2768 ,M.Uchina ,C3 C2 ,
2014 ,C/2014 SOHO-2769 ,B.Zhou ,C2 ,
2014 ,C/2014 SOHO-2771 ,M.Uchina ,C3 C2 ,
2014 ,C/2014 SOHO-2772 ,Z.Xu ,C3 C2 ,
2014 ,C/2014 SOHO-2773 ,T.Prestgard ,C3 C2 ,
2014 ,C/2014 SOHO-2776 ,P.Sun ,C3 ,
2014 ,C/2014 SOHO-2777 ,Z.Xu ,C3 C2 ,
2014 ,C/2014 SOHO-2778 ,P.Sun ,C3 ,
2014 ,C/2014 SOHO-2780 ,P.Sun/Z.Xu ,C3 ,
2014 ,C/2014 SOHO-2781 ,T.Prestgard ,C3 ,
2014 ,C/2014 SOHO-2783 ,W.Boonplod ,C3 ,
2014 ,C/2014 SOHO-2785 ,P.Sun ,C3 ,
2014 ,C/2014 SOHO-2786 ,Z.Jin ,C3 C2 ,
2014 ,C/2014 SOHO-2788 ,T.Prestgard ,C3 C2 ,
2014 ,C/2014 SOHO-2789 ,M.Uchina ,C3 ,
2014 ,C/2014 SOHO-2791 ,M.Uchina ,C3 ,
2014 ,C/2014 SOHO-2794 ,P.Sun ,C3 C2 ,
2014 ,C/2014 SOHO-2795 ,W.Boonplod ,C3 C2 ,
2014 ,C/2014 SOHO-2796 ,W.Boonplod ,C3 ,
2014 ,C/2014 SOHO-2797 ,Z.Xu ,C3 ,
2014 ,C/2014 SOHO-2798 ,B.Zhou ,C3 ,
2014 ,C/2014 SOHO-2799 ,W.Boonplod ,C3 C2 ,
2014 ,C/2014 SOHO-2800 ,P.Sun ,C3 ,
2014 ,C/2014 SOHO-2801 ,S.Liwo ,C3 ,
2014 ,C/2014 SOHO-2803 ,Z.Xu ,C3 ,
2014 ,C/2014 SOHO-2804 ,W.Boonplod ,C3 ,
2014 ,C/2014 SOHO-2805 ,W.Boonplod ,C3 ,
2014 ,C/2014 SOHO-2807 ,T.Prestgard ,C3 ,
2014 ,C/2014 SOHO-2808 ,W.Boonplod ,C3 C2 ,
2014 ,C/2014 SOHO-2809 ,T.Prestgard ,C2 ,
2014 ,C/2014 SOHO-2810 ,M.Uchina ,C3 C2 ,
2014 ,C/2014 SOHO-2811 ,B.Zhou ,C2 ,
2014 ,C/2014 SOHO-2812 ,M.Uchina ,C2 ,
2014 ,C/2014 SOHO-2813 ,T.Prestgard ,C3 C2 ,
2014 ,C/2014 SOHO-2814 ,M.Uchina ,C3 C2 ,
2014 ,C/2014 SOHO-2815 ,Z.Xu ,C3 C2 ,
2014 ,C/2014 SOHO-2817 ,P.Sun ,C2 ,
2014 ,C/2014 SOHO-2818 ,W.Boonplod ,C3 C2 ,
2014 ,C/2014 SOHO-2819 ,T.Prestgard ,C2 ,
2014 ,C/2014 SOHO-2821 ,Z.Xu ,C2 ,
2014 ,C/2014 SOHO-2822 ,T.Prestgard ,C2 ,
2014 ,C/2014 SOHO-2823 ,Z.Xu ,C2 ,
2014 ,C/2014 SOHO-2824 ,W.Boonplod ,C2 ,
2014 ,C/2014 SOHO-2826 ,W.Boonplod ,C2 ,
2014 ,C/2014 SOHO-2827 ,B.Zhou ,C2 ,
2014 ,C/2014 SOHO-2828 ,M.Uchina ,C2 ,
2014 ,C/2014 SOHO-2829 ,B.Zhou ,C2 ,
2014 ,C/2014 SOHO-2830 ,Z.Xu ,C2 ,
2014 ,C/2014 SOHO-2832 ,T.Prestgard ,C2 ,
2014 ,C/2014 SOHO-2833 ,W.Boonplod ,C2 ,
2014 ,C/2014 SOHO-2835 ,W.Boonplod ,C2 ,
2014 ,C/2014 SOHO-2837 ,S.Liwo ,C2 ,
2014 ,C/2014 SOHO-2838 ,W.Boonplod ,C3 C2 ,
2014 ,C/2014 SOHO-2839 ,M.Uchina ,C2 ,
2014 ,C/2014 SOHO-2840 ,Uchina/Boonplod ,C2 ,
2014 ,C/2014 SOHO-2841 ,W.Boonplod ,C3 C2 ,
2014 ,C/2014 SOHO-2842 ,B.Zhou ,C2 ,
2014 ,C/2014 SOHO-2845 ,T.Prestgard ,C2 ,
2014 ,C/2014 SOHO-2846 ,W.Boonplod ,C2 ,
