PERIHELION DATE ,COMET DESIGNATION ,COMET DISCOVERER ,TELESCOPE ,PERIHELION DISTANCE
2013 ,C/2013 SOHO-2440 ,Z.Xu ,C3 ,
2013 ,C/2013 SOHO-2441 ,M.Uchina ,C2 C3 ,
2013 ,C/2013 SOHO-2442 ,Z.Xu ,C3 ,
2013 ,C/2013 SOHO-2443 ,P.Maysonet ,C3 ,
2013 ,C/2013 SOHO-2444 ,B.Zhou ,C3 ,
2013 ,C/2013 SOHO-2445 ,Z.Xu ,C2 C3 ,
2013 ,C/2013 SOHO-2446 ,Z.Xu ,C3 ,
2013 ,C/2013 SOHO-2448 ,Z.Xu ,C2 C3 ,
2013 ,C/2013 SOHO-2449 ,B.Zhou ,C3 ,
2013 ,C/2013 SOHO-2451 ,B.Zhou ,C3 ,
2013 ,C/2013 SOHO-2452 ,S.Shurpakov ,C3 ,
2013 ,C/2013 SOHO-2453 ,S.Shurpakov ,C3 ,
2013 ,C/2013 SOHO-2455 ,S.Deshmukh ,C2 ,
2013 ,C/2013 SOHO-2456 ,P.Sun ,C3 ,
2013 ,C/2013 SOHO-2457 ,Z.Xu ,C3 ,
2013 ,C/2013 SOHO-2458 ,P.Sun/C.Lin ,C3 ,
2013 ,C/2013 SOHO-2459 ,S.Liwo ,C3 ,
2013 ,C/2013 SOHO-2460 ,P.Sun ,C3 ,
2013 ,C/2013 SOHO-2462 ,B.Zhou ,C3 ,
2013 ,C/2013 SOHO-2463 ,K.Kida ,C3 ,
2013 ,C/2013 SOHO-2465 ,S.Liwo ,C3 ,
2013 ,C/2013 SOHO-2466 ,B.Zhou ,C3 ,
2013 ,C/2013 SOHO-2467 ,B.Zhou ,C3 ,
2013 ,C/2013 SOHO-2468 ,B.Zhou ,C3 ,
2013 ,C/2013 SOHO-2469 ,B.Zhou ,C3 ,
2013 ,C/2013 SOHO-2470 ,S.Shurpakov ,C2 C3 ,
2013 ,C/2013 SOHO-2471 ,M.Uchina ,C2 C3 ,
2013 ,C/2013 SOHO-2472 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2473 ,M.Uchina ,C2 C3 ,
2013 ,C/2013 SOHO-2474 ,M.Kaluzny ,C2 C3 ,
2013 ,C/2013 SOHO-2475 ,M.Kaluzny ,C2 ,
2013 ,C/2013 SOHO-2476 ,S.Deshmukh ,C2 ,
2013 ,C/2013 SOHO-2477 ,S.Liwo ,C2 ,
2013 ,C/2013 SOHO-2478 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2480 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2481 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2482 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2483 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2484 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2485 ,S.Liwo ,C2 ,
2013 ,C/2013 SOHO-2486 ,B.Zhou ,C2 ,
2013 ,C/2013 SOHO-2487 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2488 ,B.Zhou ,C2 C3 ,
2013 ,C/2013 SOHO-2489 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2490 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2491 ,P.Maysonet ,C2 ,
2013 ,C/2013 SOHO-2492 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2493 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2494 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2495 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2496 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2497 ,S.Shurpakov ,C2 C3 ,
2013 ,C/2013 SOHO-2498 ,T.Prestgard ,C2 ,
2013 ,C/2013 SOHO-2499 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2500 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2502 ,E.Banach ,C2 ,
2013 ,C/2013 SOHO-2503 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2504 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2505 ,S.Liwo ,C2 C3 ,
2013 ,C/2013 SOHO-2506 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2507 ,S.Liwo ,C2 ,
2013 ,C/2013 SOHO-2508 ,P.Maysonet ,C2 C3 ,
2013 ,C/2013 SOHO-2509 ,Z.Jin ,C2 C3 ,
2013 ,C/2013 SOHO-2510 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2511 ,E.Banach ,C2 ,
2013 ,C/2013 SOHO-2512 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2513 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2514 ,Z.Xu ,C2 C3 ,
2013 ,C/2013 SOHO-2515 ,Z.Xu ,C2 C3 ,
2013 ,C/2013 SOHO-2516 ,B.Zhou ,C2 ,
2013 ,C/2013 SOHO-2517 ,Z.Xu ,C2 C3 ,
2013 ,C/2013 SOHO-2518 ,P.Maysonet ,C2 C3 ,
2013 ,C/2013 SOHO-2519 ,Z.Xu ,C2 C3 ,
2013 ,C/2013 SOHO-2520 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2521 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2522 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2523 ,P.Berrett ,C2 ,
2013 ,C/2013 SOHO-2524 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2525 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2526 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2527 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2528 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2529 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2530 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2531 ,E.Banach ,C2 ,
2013 ,C/2013 SOHO-2532 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2533 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2534 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2535 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2536 ,M.Uchina ,C2 C3 ,
2013 ,C/2013 SOHO-2537 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2539 ,P.Sun ,C2 C3 ,
2013 ,C/2013 SOHO-2541 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2542 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2543 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2544 ,M.Uchina ,C2 C3 ,
2013 ,C/2013 SOHO-2545 ,P.Sun ,C2 C3 ,
2013 ,C/2013 SOHO-2546 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2547 ,Sun/Kida/Uchina ,C2 ,
2013 ,C/2013 SOHO-2548 ,K.Kida ,C2 C3 ,
2013 ,C/2013 SOHO-2549 ,Z.Xu/P.Sun ,C2 ,
2013 ,C/2013 SOHO-2550 ,Liwo/Xu/Sun ,C2 ,
2013 ,C/2013 SOHO-2551 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2552 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2553 ,S.Schmalz ,C2 ,
2013 ,C/2013 SOHO-2554 ,Z.Xu ,C2 C3 ,
2013 ,C/2013 SOHO-2555 ,S.Schmalz ,C3 ,
2013 ,C/2013 SOHO-2557 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2558 ,H.Tan ,C3 ,
2013 ,C/2013 SOHO-2559 ,Z.Xu ,C3 ,
2013 ,C/2013 SOHO-2560 ,P.Sun ,C3 ,
2013 ,C/2013 SOHO-2561 ,S.Schmalz ,C3 ,
2013 ,C/2013 SOHO-2563 ,P.Sun ,C3 ,
2013 ,C/2013 SOHO-2565 ,Q.Zheng ,C3 ,
2013 ,C/2013 SOHO-2566 ,Z.Xu ,C3 ,
2013 ,C/2013 SOHO-2567 ,Z.Xu ,C3 ,
2013 ,C/2013 SOHO-2569 ,Z.Xu ,C3 ,
2013 ,C/2013 SOHO-2570 ,Z.Xu ,C3 ,
2013 ,C/2013 SOHO-2571 ,P.Sun ,C2 C3 ,
2013 ,C/2013 SOHO-2572 ,M.Uchina ,C3 ,
2013 ,C/2013 SOHO-2573 ,P.Sun ,C3 ,
2013 ,C/2013 SOHO-2574 ,Schmalz/Sun ,C2 C3 ,
2011 ,C/2013 SOHO-2576 ,T.Prestgard ,C3 ,
2011 ,C/2013 SOHO-2577 ,T.Prestgard ,C3 ,
2013 ,C/2013 SOHO-2580 ,P.Sun ,C3 ,
2013 ,C/2013 SOHO-2581 ,Z.Xu ,C3 ,
2013 ,C/2013 SOHO-2582 ,Z.Xu ,C3 ,
2013 ,C/2013 SOHO-2583 ,Z.Xu ,C3 ,
2013 ,C/2013 SOHO-2584 ,B.Zhou ,C3 ,
2013 ,C/2013 SOHO-2585 ,B.Zhou ,C3 ,
2013 ,C/2013 SOHO-2586 ,P.Sun ,C2 C3 ,
2013 ,C/2013 SOHO-2587 ,Z.Xu ,C2 C3 ,
2013 ,C/2013 SOHO-2589 ,P.Sun ,C2 C3 ,
2013 ,C/2013 SOHO-2590 ,Z.Xu ,C3 ,
2013 ,C/2013 SOHO-2591 ,M.Uchina ,C3 ,
2013 ,C/2013 SOHO-2593 ,M.Uchina ,C3 ,
2013 ,C/2013 SOHO-2594 ,P.Sun ,C2 C3 ,
2013 ,C/2013 SOHO-2595 ,Z.Xu ,C2 C3 ,
2013 ,C/2013 SOHO-2596 ,M.Uchina ,C2 C3 ,
2013 ,C/2013 SOHO-2597 ,S.Liwo ,C2 C3 ,
2013 ,C/2013 SOHO-2598 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2599 ,S.Liwo ,C2 C3 ,
2013 ,C/2013 SOHO-2600 ,B.Zhou ,C2 C3 ,
2013 ,C/2013 SOHO-2601 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2603 ,S.Liwo/P.Sun ,C2 C3 ,
2013 ,C/2013 SOHO-2606 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2607 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2608 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2609 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2610 ,B.Zhou ,C2 ,
2013 ,C/2013 SOHO-2611 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2612 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2613 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2614 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2615 ,T.Prestgard ,C2 C3 ,
2013 ,C/2013 SOHO-2616 ,Z.Xu ,C2 C3 ,
2013 ,C/2013 SOHO-2617 ,Z.Xu ,C2 C3 ,
2013 ,C/2013 SOHO-2618 ,Z.Xu ,C2 C3 ,
2013 ,C/2013 SOHO-2619 ,S.Liwo ,C2 ,
2013 ,C/2013 SOHO-2620 ,S.Liwo ,C2 ,
2013 ,C/2013 SOHO-2621 ,B.Zhou ,C2 C3 ,
2013 ,C/2013 SOHO-2622 ,B.Zhou ,C2 C3 ,
2013 ,C/2013 SOHO-2623 ,B.Zhou ,C2 ,
2013 ,C/2013 SOHO-2625 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2626 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2627 ,S.Liwo ,C2 ,
2013 ,C/2013 SOHO-2628 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2629 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2630 ,B.Zhou ,C2 ,
2013 ,C/2013 SOHO-2631 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2632 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2633 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2634 ,S.Liwo ,C2 ,
2013 ,C/2013 SOHO-2635 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2636 ,P.Sun ,C2 C3 ,
2013 ,C/2013 SOHO-2637 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2638 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2639 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2640 ,P.Sun ,C3 ,
2013 ,C/2013 SOHO-2641 ,S.Mulye ,C2 ,
2013 ,C/2013 SOHO-2642 ,Z.Xu ,C2 C3 ,
2013 ,C/2013 SOHO-2643 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2644 ,B.Zhou ,C2 C3 ,
2013 ,C/2013 SOHO-2645 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2646 ,P.Sun ,C2 C3 ,
2013 ,C/2013 SOHO-2647 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2648 ,S.Liwo ,C2 ,
2013 ,C/2013 SOHO-2649 ,S.Mulye ,C2 C3 ,
2013 ,C/2013 SOHO-2650 ,B.Zhou ,C2 ,
2013 ,C/2013 SOHO-2651 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2652 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2653 ,M.Uchina ,C2 ,
2013 ,C/2013 SOHO-2654 ,Z.Xu ,C2 ,
2013 ,C/2013 SOHO-2655 ,P.Sun ,C2 ,
2013 ,C/2013 SOHO-2656 ,S.Liwo ,C3,
