Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of
3470,Dec02 2017 02:23:35,W.Boonplod,H1 C3 C2 Kreutz,Dec02-03 2017
3471,Dec04 2017 17:54:22,W.Boonplod, C2,Kreutz,Dec04 2017
3472,Dec05 2017 03:59:57,W.Boonplod, C2,Kreutz,Dec05 2017
3473,Dec06 2017 07:58:37,Z.Xu, C2,Meyer, Dec06 2017
3474,Dec06 2017 09:35:57,M.Uchina, C2,Kreutz,Dec06 2017
3475,Dec09 2017 03:28:13,W.Boonplod,C3 C2,Kreutz,Dec09 2017
3476,Dec12 2017 01:29:16,W.Boonplod,H1 C3 C2, Kreutz,Dec11-12 2017
3477,Dec15 2017 07:54:04,W.Boonplod, C2,Kreutz,Dec15 2017
3478,Dec19 2017 15:50:25,S.Liwo,H1 C3 C2, Kreutz,Dec19-21 2017
3479,Dec20 2017 15:14:50,M.Uchina,H1 C3 C2, Kreutz,Dec20-21 2017
3480,Dec21 2017 06:56:24,W.Boonplod,H1 C3 C2, Kreutz,Dec20-21 2017
3481,Dec21 2017 09:18:32,W.Boonplod,H1 C2,Kreutz,Dec20-12 2017
3482,Dec22 2017 03:38:45,K.Kida,H1 C3 C2, Kreutz,Dec21-23 2017
3483,Dec22 2017 16:55:20,T.Prestgard, H1 C2,Kreutz,Dec20-21 2017
3484,Dec28 2017 03:07:48,Z.Xu,H1 C3 C2, Kreutz,Dec27-29 2017
