Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of
3399,Sep02 2017 04:50:25,W.Boonplod, C2,Meyer, Sep02 2017
3400,Sep02 2017 06:13:00,W.Boonplod, C3,Kreutz,Sep02 2017
3401,Sep03 2017 20:39:12,W.Boonplod, C3,Kreutz,Sep03-04 2017
3402,Sep05 2017 15:50:52,H.Tan,C3,Kreutz,Sep05 2017
3403,Sep06 2017 03:33:00,T.Prestgard,C3,Kreutz,Sep05 2017
3404,Sep06 2017 08:51:45,Z.Xu, C3,Kreutz,Sep06 2017
3405,Sep09 2017 00:52:41,W.Boonplod, C3,Kreutz,Sep09 2017
3406,Sep11 2017 20:56:03,W.Boonplod, C3,Kreutz,Sep11-12 2017
3407,Sep15 2017 02:51:37,W.Boonplod, C3,Kreutz,Sep15 2017
3408,Sep18 2017 17:24:10,M.Uchina, C2,Kreutz,Sep18 2017
3409,Sep22 2017 18:10:34,M.Uchina,C3 C2,Kreutz,Sep22-23 2017
3410,Sep22 2017 18:13:47,W.Boonplod,C3 C2,Kreutz,Sep22-23 2017
3411,Sep25 2017 19:58:35,W.Boonplod,C3 C2,Kreutz,Sep25-26 2017
3412,Sep26 2017 00:34:43,W.Boonplod,C3 C2,Kreutz,Sep26-27 2017
3413,Sep28 2017 04:45:44,E.Isaev, C3 C2,Kreutz,Sep27-28 2017
3414,Sep05 2017 *email*, R.Kracht, C2,Meyer, Feb22 2017
