Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of
3089,Jan04 2016 06:48:14	, W.Boonplod, C2,Kreutz,Jan04 2016
3090,Jan09 2016 10:39:32	, B.Zhou, C3 C2, Kreutz,Jan10-11 2016
3091,Jan18 2016 05:58:55	, B.Zhou, C2,Meyer, Jan18 2016
3092,Jan19 2016 15:27:04	, M.Biesiada, C3,Kreutz,Jan19-20 2016
3093,Jan29 2016 11:52:29	, Z.Xu, C3,Kreutz,Jan29 2016
3094,Feb04 2016 19:11:54	, T.Prestgard,C3,Kreutz,Feb04-05 2016
3095,Feb06 2016 00:56:45	, B.Zhou, C3,Kreutz,Feb05 2016
3096,Feb06 2016 15:58:28	, B.Zhou, C2,Meyer, Feb06 2016
3097,Feb10 2016 17:21:21	, M.Uchina, C3 C2, Kreutz,Feb10-12 2016
3098,Feb11 2016 10:58:50	, Z.Xu, C3,Kreutz,Feb11-12 2016
3099,Feb11 2016 17:25:15	, T.Prestgard,C3,Kreutz,Feb11 2016
3100,Feb14 2016 06:49:14	, W.Boonplod, C3,Kreutz,Feb14-15 2016
3101,Feb21 2016 01:02:24	, W.Boonplod, C3,Kreutz,Feb21 2016
3102,Mar05 2016 05:37:54	, W.Boonplod, C3,Kreutz,Mar05 2016
3103,Mar12 2016 13:22:02	, Z.Xu, C3,Kreutz,Mar12 2016
3104,Mar19 2016 21:44:53	, J.Ruan, C3,Kreutz,Mar19-20 2016
3105,Mar20 2016 21:35:23	, J.Ruan, C3 C2, NonGrp,Mar20-21 2016
3106,Mar21 2016 04:31:03	, B.Zhou, C3 C2, Kreutz,Mar21 2016
3107,Mar25 2016 12:04:01	, B.Zhou, C3 C2, Kreutz,Mar25-27 2016
3108,Mar29 2016 03:16:59	, S.Gu, C3 C2, Kreutz,Mar29-30 2016
3109,Mar31 2016 21:41:59	, W.Boonplod, C2,Kreutz,Mar31 2016
3110,Apr03 2016 12:29:43	, S.Mulye,C3 C2, Kreutz,Apr03 2016
3111,Apr04 2016 11:38:38	, S.Liwo, C2,Kreutz,Apr04 2016
3112,Apr05 2016 22:56:41,B.Zhou, C2,Kreutz,Apr05 2016
3113,Apr15 2016 14:01:05,B.Zhou, C2,Kreutz,Apr15 2016
3114,Apr16 2016 12:21:15,B.Zhou, C2,Kreutz,Apr16 2016
3115,Apr19 2016 13:54:02,K.El Kanbi, C2,Kreutz,Apr19 2016
3116,Apr20 2016 02:53:45,Z.Xu, C2,Kreutz,Apr20 2016
3117,Apr22 2016 12:32:02,W.Boonplod, C3 C2, Kreutz,Apr22-23 2016
3118,Apr23 2016 23:12:52,B.Zhou, C3 C2, Kreutz,Apr24-25 2016
3119,Apr26 2016 12:45:46,W.Boonplod, C2,Kreutz,Apr26 2016
3120,Apr29 2016 22:17:01,W.Boonplod, C3 C2, Kreutz,Apr29-May01 2016
3121,Feb04 2016 06:22:44	, T.Prestgard,C3(HI1), Kreutz,Feb03 2016
3122,May01 2016 01:59:34,W.Boonplod, C2,Kreutz,May01 2016
3123,May02 2016 01:09:08,W.Boonplod, C3 C2, Kreutz,May02-03 2016
3124,May02 2016 21:21:14,W.Boonplod, C3 C2, Kreutz,May02-03 2016
3125,May07 2016 00:42:01,B.Zhou, C2,Kreutz,May05 2016
3126,May13 2016 10:22:25,M.Kusiak, C2,Kreutz,May13 2016
3127,May14 2016 07:07:07,M.Uchina, C2,Kreutz,May14 2016
3128,May15 2016 05:28:11,W.Boonplod, C3 C2, Kreutz,May15-16 2016
3129,May17 2016 14:28:41	, W.Boonplod, C3 C2, Kreutz,May17 2016
3130,May17 2016 16:31:44	, M.Kusiak, C2,Kreutz,May17 2016
3131,May20 2016 11:18:38	, T.Prestgard,C3 C2, Kreutz,May20 2016
3132,May20 2016 14:05:50	, S.Liwo, C2,Kreutz,May20 2016
3133,May21 2016 12:20:29	, S.Shurpakov,C3 C2, Kreutz,May21-22 2016
3134,May21 2016 13:41:51	, M.Kusiak, C2,Kreutz,May21 2016
3135,May21 2016 21:57:07	, M.Uchina, C2,Kreutz,May21 2016
3136,May22 2016 01:56:59	, M.Uchina, C2,Kreutz,May22 2016
3137,May22 2016 06:56:49	, K.El Kanbi, C2,Kreutz,May22 2016
3138,May30 2016 08:03:20	, B.Zhou,        C2,Kreutz,May30 2016
3139,Jun03 2016 09:41:21	, B.Zhou, C3,NonGrp,Apr13 2013
3140,Jun02 2016 06:48:17	, Z.Xu, C2,Kreutz,Jun02 2016
3141,Jun04 2016 19:53:00	, W.Boonplod, C3 C2, Kreutz,Jun04-05 2016
3142,Jun05 2016 18:07:46	, M.Kusiak, C2,Kreutz,Jun05 2016
3143,Jun06 2016 06:04:22	, M.Uchina, C2,Kreutz,Jun06 2016
3144,Jun06 2016 16:58:13	, B.Zhou, C2,Kreutz,Jun06 2016
3145,Jun08 2016 10:21:07	, W.Boonplod, C2,Kreutz,Jun08 2016
3146,Jun08 2016 18:54:39	, W.Boonplod, C2,Kreutz,Jun08 2016
3147,Jun10 2016 21:48:45	, W.Boonplod, C2,Kreutz,Jun11 2016
3148,Jun11 2016 08:02:15	, B.Zhou, C2,Kreutz,Jun11 2016 
3149,Jun11 2016 13:56:46	, S.Liwo, C2,Kreutz,Jun11 2016
3150,Jun11 2016 20:37:38	, W.Boonplod, C2,Kreutz,Jun12 2016
3151,Jun12 2016 18:31:39	, T.Prestgard,C3 C2, Kreutz,Jun12 2016
3152,Jun13 2016 21:19:38	, T.Prestgard,C2,Kreutz,Jun14 2016
3153,Jun14 2016 18:41:25	, W.Boonplod, C2,Kreutz,Jun14-15 2016
3154,Jun15 2016 03:52:38	, M.Kusiak, C2,Kreutz,Jun15 2016
3155,Jun16 2016 17:32:03	, M.Kusiak, C2,Kreutz,Jun16 2016
3156,Jun17 2016 10:04:00	, W.Boonplod, C3 C2, Kreutz,Jun17-18 2016
3157,Jun19 2016 22:35:48	, Z.Xu, C2,NonGrp,Jun20 2016
3158,Jun20 2016 17:07:30	 A.Sufa/M.Kusiak,C2,,Kreutz,Jun20 2016
3159,Jun23 2016 20:40:40	, B.Zhou, C3 C2, Kreutz,Jun23-24 2016
3160,Jun25 2016 04:54:31	, W.Boonplod, C3 C2, Kreutz,Jun25 2016
3161,Jun25 2016 12:41:47	, Z.Xu, C2,Kreutz,Jun25 2016
3162,Jun30 2016 09:55:20	, W.Boonplod, C2,Kreutz,Jun30 2016
3164,Jul01 2016 02:09:08	, W.Boonplod, C3 C2, Kreutz,Jul01 2016
P/SOHO, Jul01 2016 04:19:15, W.Boonplod, C2 C3, Kracht,Jul01-02 2016
3165,Jul02 2016 08:45:53,W.Boonplod, C2,Kreutz,Jul02 2016
3166,Jul03 2016 22:31:10	, B.Zhou, C2,Kreutz,Jul03 2016
3167,Jul04 2016 19:45:37	, W.Boonplod, C2,Kreutz,Jul04 2016
3168,Jul06 2016 22:07:01	, B.Zhou, C2,Kreutz,Jul06 2016
3169,Jul07 2016 04:56:09	, B.Zhou, C2,Kreutz,Jul07 2016
3170,Jul07 2016 09:19:20	, Z.Xu, C2,Kreutz,Jul07 2016
3171,Jul08 2016 07:57:53	, B.Zhou, C3 C2, Kreutz,Jul08 2016
3172,Jul10 2016 18:29:05	, S.Shurpakov,C3 C2, Kreutz,Jul10-11 2016
3173,Jul17 2016 02:03:48	, W.Boonplod, C3,Kreutz,Jul17 2016
3174,Jul19 2016 20:23:39,B.Zhou, C2,NonGrp,Jul19-20 2016
3175,Jul20 2016 02:18:39	, W.Boonplod, C3 C2, Kreutz,Jul20 2016
3176,Jul21 2016 10:41:59	, M.Uchina, C3,Kreutz,Jul21 2016
3177,Jul22 2016 21:00:12	, W.Boonplod, C3,Kreutz,Jul22 2016
3178,Jul23 2016 04:53:56	, W.Boonplod, C3,Kreutz,Jul23 2016
3179,Jul26 2016 09:15:39	, W.Boonplod, C3,Kreutz,Jul26 2016
3180,Jul26 2016 09:40:41	, W.Boonplod, C3,Kreutz,Jul26 2016
3181,Jul27 2016 18:11:32	, M.Uchina, C3,Kreutz,Jul27 2016
3182,Jul29 2016 19:43:54	, W.Boonplod, C2,Meyer, Jul29-30 2016
3183,Jul30 2016 11:42:48	, W.Boonplod, C3 C2, Kreutz,Jul30-31 2016
3184,Aug01 2016 18:21:14	, W.Boonplod, C3 C2, Kreutz,Aug01-04 2016
3185,Aug02 2016 01:21:08	, W.Boonplod, C3,Kreutz,Aug02 2016
3186,Aug03 2016 17:49:43	, W.Boonplod, C3,Kreutz,Aug03-04 2016
3187,Aug10 2016 03:44:45	, Z.Xu, C3,Kreutz,Aug10 2016
3188,Aug11 2016 03:00:00	, E.Isaev,C3,Kreutz,Aug11 2016
3189,Aug15 2016 19:17:53	, W.Boonplod, C3,Kreutz,Aug15-16 2016
3190,Aug17 2016 12:11:20	, P.Sun,C3,Kreutz,Aug17 2016
3191,Aug22 2016 23:45:20	, W.Boonplod, C3,Kreutz,Aug23-24 2016
3192,Aug23 2016 01:13:36	, W.Boonplod, C3,Meyer, Aug23 2016
3193,Aug23 2016 19:57:34	, W.Boonplod, C3,Kreutz,Aug23-24 2016
3194,Aug26 2016 10:37:36	, W.Boonplod, C3,Kreutz,Aug26 2016
3195,Aug29 2016 03:40:36	, W.Boonplod, C3,Kreutz,Aug29 2016
3196,Sep01 2016 22:42:30	, W.Boonplod, C3 C2, Kreutz,Sep01-03 2016
3197,Sep03 2016 04:47:17	, W.Boonplod, C3,Kreutz,Sep03 2016
3198,Sep06 2016 06:50:21	, W.Boonplod, C3,Kreutz,Sep06 2016
3199,Sep12 2016 04:45:13	, W.Boonplod, C3 C2, Kreutz,Sep12-13 2016
3200,Sep15 2016 04:46:06	, P.Sun,C3 C2, Kreutz,Sep14-15 2016
3201,Sep18 2016 06:10:21	, P.Sun,C3 C2, Kreutz,Sep18-19 2016
3202,Sep26 2016 11:38:32	, S.Shurpakov,C3,Kreutz,Sep26 2016
3203,Sep26 2016 17:31:33	, W.Boonplod, C3 C2, Kreutz,Sep26 2016
3204,Sep26 2016 18:03:09	, S.Shurpakov,C3 C2, Kreutz,Sep26-28 2016
3205,Sep27 2016 22:41:22	, B.Zhou, C3 C2, Kreutz,Sep28 2016
3206,Oct04 2016 10:40:31	, S.Liwo, C3,Kreutz,Oct04 2016
3207,Oct04 2016 15:16:59	, T.Prestgard,C2,Kreutz,Oct03 2016
3208,Oct06 2016 09:19:31	 Prestgard,Kanbi,C2,Kreutz,Oct06 2016
3209,Oct14 2016 07:33:47	, B.Zhou, C2,Kreutz,Oct14 2016
3210,Oct14 2016 18:44:16	, S.Shurpakov,C2,Kreutz,Oct14 2016
3211,Oct15 2016 06:16:09	, W.Boonplod, C3 C2, Kreutz,Oct14-15 2016
3212,Oct17 2016 17:19:12	, M.Uchina, C2,Kreutz,Oct17 2016
3213,Oct17 2016 19:30:21	, W.Boonplod, C2,Kreutz,Oct17-18 2016
3214,Oct17 2016 20:08:00	, W.Boonplod, C2,Kreutz,Oct17 2016
3215,Oct18 2016 06:47:30	, T.Prestgard,C2,Kreutz,Oct17 2016
3216,Oct20 2016 18:37:00	, W.Boonplod, C2,Kreutz,Oct20 2016
3217,Oct20 2016 21:44:48	, W.Boonplod, C2,Kreutz,Oct21 2016
3218,Oct22 2016 07:47:49	, S.Liwo, C3 C2, Kreutz,Oct22 2016
3219*, Oct24 2016 07:38am	, W.Boonplod, C2,Kreutz,Oct23 2016
3220,Oct26 2016 02:25:46	, W.Boonplod, C3 C2, Kreutz,Oct26 2016
3221,Oct28 2016 19:01:46	, T.Prestgard,C2,Kreutz,Oct28 2016
3222,Oct30 2016 03:29:43	, S.Shurpakov,C3 C2, Kreutz,Oct30 2016
3223,Oct30 2016 20:08:38	, W.Boonplod, C3,Kreutz,Oct30-31 2016
3224,Nov04 2016 10:23:10	, W.Boonplod, C2,Meyer, Nov04 2016
3225,Nov04 2016 15:13:12	, W.Boonplod, C2,Kreutz,Nov04 2016
