Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of...
4662,Sep09 22 23:14:05, Z.Chen,C3 C2,Kreutz,Apr10 00
4663,Oct16 22 00:58:51, J.Ruan/W.Zhou,C2,Kreutz,May23 00
4664,Sep08 22 10:36:47, Z.Chen, C2,Kreutz,Jun10 00
4665,Oct16 22 01:04:04, J.Ruan/W.Zhou,C2,Kreutz,Jun12 00
4666,Oct16 22 01:07:13, J.Ruan/W.Zhou,C2,Kreutz,Jun19 00
4667,Mar25 23 02:49:56, H.Tan,C2,NonGrp,Jul03 00
4668,Oct16 22 11:38:57, J.Ruan/W.Zhou,C2,Kreutz,Oct06 00
4669,Sep06 22 10:04:42, Z.Chen, C2,Kreutz,Oct09 00
4670,Oct16 22 11:41:44, J.Ruan/W.Zhou,C2,Kreutz,Oct17 00
4671,Oct17 22 00:58:06, J.Ruan/W.Zhou,C2,Kreutz,Nov02 00
4672,Oct17 22 10:00:42, J.Ruan/W.Zhou,C2,Kreutz,Dec06 00
4673,Jun05 23 12:06:50, J.Ruan/W.Zhou,C2,Kreutz,Mar31 00
4674,Jun10 23 02:02:07, J.Ruan/W.Zhou,C3,Kreutz,Sep25 00
4675,Apr06 23 04:00:48, H.Tan,C2,Kreutz,Apr06 23
4676,Apr07 23 17:05:24, H.Tan,C3 C2, Kreutz,Apr08 23
4677,Apr12 23 16:33:54, W.Boonplod, C2,Kreutz,Apr12 23
4678,Apr14 23 06:05:18, H.Tan,C2,Meyer, Apr14 23
4679,Apr16 23 08:52:02, Z.Yang, C2 C3, Meyer, Apr16-17 23
4680,Apr17 23 12:06:35, J.Ruan, C2,Kreutz,Apr17 23
4681,Apr18 23 17:12:44, R.Pickard,C2,Kreutz,Apr18 23
4682,Apr20 23 01:16:20, J.Ruan/Z.Yang,C2,Kreutz,Apr20 23
4683,Apr20 23 02:59:37, Z.Yang, C2,Kreutz,Apr20 23
4684,Apr24 23 19:21:32, H.Tan,C2,Kreutz,Apr24 23
4685,Apr27 23 01:14:55, J.Ruan, C2,Kreutz,Apr26-27 23
4686,Apr27 23 08:03:05, H.Tan,C2,Kreutz,Apr27 23
4687* ,Apr28 23 03:02am,W.Boonplod, C3 C2, Kreutz,Apr28 23
4688,Apr28 23 22:37:31, H.Tan,C2,Kreutz,Apr28-29 23
4689* ,Apr02 23 11:52am,Z.Yang, C2,Kreutz,Apr02 23
4690* ,Apr08 23 11:32pm,Pickard/Tan,C2,Kreutz,Apr09 23
4691* ,Apr23 23 09:33am,J.Ruan,C2, Kreutz, Apr23 23
