Soho#,Date/Time of Post,Discoverer,Tel,Group, Images of...
 4326,Dec01 21 02:03:53,Boonplod/Yang, C3 C2, Kreutz,Dec01 21
4327,Dec01 21 21:54:47,Z.Yang,C2,Kreutz,Dec01 21
4328,Dec03 21 11:14:15,W.Boonplod, C3 C2, Kreutz,Dec03 21
4329,Dec03 21 19:58:31,Z.Yang,C2,Kreutz,Dec04 21
4330,Dec05 21 02:14:26,Z.Yang, H1 C3 C2,Kreutz,Dec04-05 21
4331,Dec09 21 01:34:59,W.Boonplod,H1 C3 C2,Kreutz,Dec07-10 21
4332,Dec09 21 02:25:11,R.Pickard,C2,Kreutz,Dec09 21
4333,Dec10 21 17:44:30,R.Pickard,C2,Kreutz,Dec10-11 21
4334,Dec12 21 15:43:20,R.Pickard,C3 C2, Kreutz,Dec12-13 21
4335,Dec13 21 02:44:36,R.Pickard,C2,Kreutz,Dec13 21
4336,Dec16 21 17:10:58,W.Boonplod,H1 C3 C2,Kreutz,Dec16-17 21
4337,Dec17 21 14:13:19,S.Liwo,C3 C2, Kreutz,Dec17-18 21
4338,Dec17 21 21:44:48,W.Boonplod, C3 C2, Kreutz,Dec17-18 21
4339,Dec18 21 18:11:11,W.Boonplod, C3 C2, Kreutz,Dec18-19 21
4340,Dec23 21 07:03:06,W.Boonplod, C3 C2, Kreutz,Dec23-24 21
4341,Dec23 21 16:09:35,W.Boonplod, C3 C2, Kreutz,Dec23-25 21
4342,Dec24 21 02:27:40,Z.Yang,C2,Kreutz,Dec24 21
4343,Dec27 21 17:03:30,T.Prestgard, C2,Kreutz,Dec26-27 21
